event_id,ticker,event_date,fnspid_checked,fnspid_hit_pre_7d,fnspid_hit_day0,fnspid_hit_post_1d,fnspid_hit_post_3d,fnspid_hit_post_7d,fnspid_total_hits_window,fnspid_unique_publishers_window,fnspid_primary_article_count,fnspid_secondary_article_count,fnspid_hit_sources,fnspid_sample_titles_redacted_or_short,fnspid_status,fnspid_error_category
487,TSLA,2024-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
488,TSLA,2024-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
489,AAPL,2024-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
490,NFLX,2024-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
491,CRM,2024-07-27,True,0,0,0,0,0,0,0,0,0,none,,success,
492,GOOGL,2025-03-30,True,0,0,0,0,0,0,0,0,0,none,,success,
493,GOOGL,2022-05-26,True,0,0,0,0,0,0,0,0,0,none,,success,
494,GOOGL,2022-05-26,True,0,0,0,0,0,0,0,0,0,none,,success,
495,GOOGL,2022-05-26,True,0,0,0,0,0,0,0,0,0,none,,success,
496,AMZN,2024-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
497,AAPL,2024-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
498,MSFT,2024-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
499,AAPL,2024-05-08,True,0,0,0,0,0,0,0,0,0,none,,success,
500,AMD,2025-10-12,True,0,0,0,0,0,0,0,0,0,none,,success,
501,AMD,2025-10-12,True,0,0,0,0,0,0,0,0,0,none,,success,
502,MSFT,2023-12-22,True,31,0,0,0,0,31,0,31,0,primary_only,k:d08bd4b32b | k:9879ebd8d5 | k:02f314e3b2 | k:b52fbf6d9b | k:17babddfc3,success,
503,NVDA,2023-12-22,True,26,0,0,0,0,26,0,26,0,primary_only,k:ebb369c104 | k:9ed11d230e | k:72d86b90d0 | k:b0dbbc1d0c | k:d15b6f7b7a,success,
504,GOOGL,2024-04-25,True,0,0,0,0,0,0,0,0,0,none,,success,
505,AAPL,2024-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
506,TSLA,2024-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
507,MSFT,2025-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
508,GOOGL,2025-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
509,META,2025-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
510,META,2025-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
511,NVDA,2025-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
512,GOOGL,2021-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
513,GOOGL,2021-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
514,AAPL,2021-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
515,META,2023-10-27,True,0,0,0,0,0,0,0,0,0,none,,success,
516,AMZN,2023-10-27,True,37,26,26,54,103,140,0,140,0,primary_only,k:a41a8b814e | k:f8f11d2141 | k:49d7cefd13 | k:9c729ed4c9 | k:c3b3d0b4f6,success,
517,AMZN,2023-10-27,True,37,26,26,54,103,140,0,140,0,primary_only,k:a41a8b814e | k:f8f11d2141 | k:49d7cefd13 | k:9c729ed4c9 | k:c3b3d0b4f6,success,
518,AAPL,2025-12-19,True,0,0,0,0,0,0,0,0,0,none,,success,
519,AAPL,2025-12-19,True,0,0,0,0,0,0,0,0,0,none,,success,
520,NVDA,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
521,NVDA,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
522,META,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
523,GOOGL,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
524,AMD,2025-09-27,True,0,0,0,0,0,0,0,0,0,none,,success,
525,AAPL,2024-03-14,True,0,0,0,0,0,0,0,0,0,none,,success,
526,NVDA,2024-03-14,True,0,0,0,0,0,0,0,0,0,none,,success,
527,AAPL,2023-11-02,True,154,43,77,86,181,335,0,335,0,primary_only,k:94ff171246 | k:70756ab421 | k:a7619c4a17 | k:d26cbacce5 | k:a206242ee4,success,
528,AAPL,2023-11-02,True,154,43,77,86,181,335,0,335,0,primary_only,k:94ff171246 | k:70756ab421 | k:a7619c4a17 | k:d26cbacce5 | k:a206242ee4,success,
529,AAPL,2023-11-02,True,154,43,77,86,181,335,0,335,0,primary_only,k:94ff171246 | k:70756ab421 | k:a7619c4a17 | k:d26cbacce5 | k:a206242ee4,success,
530,DIS,2023-11-02,True,39,3,7,10,71,110,0,110,0,primary_only,k:806d4b2175 | k:e94fcf4f31 | k:0c29f6095d | k:bbc075bfa6 | k:52a656306d,success,
531,MSFT,2026-04-12,True,0,0,0,0,0,0,0,0,0,none,,success,
532,TGT,2024-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
533,AAPL,2026-01-01,True,0,0,0,0,0,0,0,0,0,none,,success,
534,AMZN,2024-01-26,True,0,0,0,0,0,0,0,0,0,none,,success,
535,NVDA,2024-01-26,True,0,0,0,0,0,0,0,0,0,none,,success,
536,NVDA,2024-01-26,True,0,0,0,0,0,0,0,0,0,none,,success,
537,MSFT,2024-01-26,True,0,0,0,0,0,0,0,0,0,none,,success,
538,AMZN,2026-04-09,True,0,0,0,0,0,0,0,0,0,none,,success,
539,AMD,2025-09-18,True,0,0,0,0,0,0,0,0,0,none,,success,
540,AMZN,2020-07-12,True,0,0,0,0,0,0,0,0,0,none,,success,
541,AMZN,2020-07-12,True,0,0,0,0,0,0,0,0,0,none,,success,
542,AMZN,2025-09-29,True,0,0,0,0,0,0,0,0,0,none,,success,
543,NVDA,2026-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
544,GOOGL,2023-12-07,True,0,0,0,0,0,0,0,0,0,none,,success,
545,NVDA,2025-10-03,True,0,0,0,0,0,0,0,0,0,none,,success,
546,AMZN,2023-12-01,True,158,28,34,66,157,315,0,315,0,primary_only,k:22ea952d02 | k:b740cdf623 | k:2195cf16ae | k:7e9307cd7d | k:a5724eecb9,success,
547,AAPL,2025-02-20,True,0,0,0,0,0,0,0,0,0,none,,success,
548,TSLA,2025-11-19,True,0,0,0,0,0,0,0,0,0,none,,success,
549,META,2026-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
550,NVDA,2025-11-22,True,0,0,0,0,0,0,0,0,0,none,,success,
551,NVDA,2025-11-22,True,0,0,0,0,0,0,0,0,0,none,,success,
552,MSFT,2025-11-22,True,0,0,0,0,0,0,0,0,0,none,,success,
553,PYPL,2025-09-17,True,0,0,0,0,0,0,0,0,0,none,,success,
554,META,2025-09-17,True,0,0,0,0,0,0,0,0,0,none,,success,
555,AMZN,2021-04-08,True,0,0,0,0,0,0,0,0,0,none,,success,
556,GOOGL,2021-04-08,True,0,0,0,0,0,0,0,0,0,none,,success,
557,AAPL,2021-04-08,True,0,0,0,0,0,0,0,0,0,none,,success,
558,TSLA,2024-07-04,True,0,0,0,0,0,0,0,0,0,none,,success,
559,NVDA,2024-07-04,True,0,0,0,0,0,0,0,0,0,none,,success,
560,AMZN,2024-07-04,True,0,0,0,0,0,0,0,0,0,none,,success,
561,AAPL,2024-07-04,True,0,0,0,0,0,0,0,0,0,none,,success,
562,HOOD,2026-03-25,True,0,0,0,0,0,0,0,0,0,none,,success,
563,HOOD,2026-03-25,True,0,0,0,0,0,0,0,0,0,none,,success,
564,HOOD,2026-03-25,True,0,0,0,0,0,0,0,0,0,none,,success,
565,GOOGL,2024-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
566,GOOGL,2024-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
567,TSLA,2026-04-07,True,0,0,0,0,0,0,0,0,0,none,,success,
568,AMZN,2021-07-17,True,0,0,0,0,0,0,0,0,0,none,,success,
569,PYPL,2025-10-15,True,0,0,0,0,0,0,0,0,0,none,,success,
570,GOOGL,2025-10-15,True,0,0,0,0,0,0,0,0,0,none,,success,
571,SOFI,2025-10-15,True,0,0,0,0,0,0,0,0,0,none,,success,
572,NVDA,2024-02-22,True,0,0,0,0,0,0,0,0,0,none,,success,
573,PYPL,2025-10-29,True,0,0,0,0,0,0,0,0,0,none,,success,
574,PYPL,2025-10-29,True,0,0,0,0,0,0,0,0,0,none,,success,
575,PYPL,2025-10-29,True,0,0,0,0,0,0,0,0,0,none,,success,
576,PYPL,2025-10-29,True,0,0,0,0,0,0,0,0,0,none,,success,
577,NVDA,2025-10-29,True,0,0,0,0,0,0,0,0,0,none,,success,
578,MSFT,2023-05-31,True,149,26,51,76,139,288,0,288,0,primary_only,k:d5664d5c34 | k:5cf9a028df | k:9461cfa561 | k:0b064adb45 | k:136d78c041,success,
579,GOOGL,2023-05-31,True,0,0,0,0,0,0,0,0,0,none,,success,
580,PLTR,2026-03-31,True,0,0,0,0,0,0,0,0,0,none,,success,
581,AMD,2025-10-13,True,0,0,0,0,0,0,0,0,0,none,,success,
582,AMC,2024-03-29,True,0,0,0,0,0,0,0,0,0,none,,success,
583,TSLA,2025-09-30,True,0,0,0,0,0,0,0,0,0,none,,success,
584,NVDA,2025-09-15,True,0,0,0,0,0,0,0,0,0,none,,success,
585,MSFT,2023-10-25,True,166,55,84,121,195,361,0,361,0,primary_only,k:ce0e9d82b5 | k:7a256eec7e | k:71c25ead0e | k:9ff9f08599 | k:e07d3106cc,success,
586,MSFT,2023-10-25,True,166,55,84,121,195,361,0,361,0,primary_only,k:ce0e9d82b5 | k:7a256eec7e | k:71c25ead0e | k:9ff9f08599 | k:e07d3106cc,success,
587,NVDA,2025-01-27,True,0,0,0,0,0,0,0,0,0,none,,success,
588,TSLA,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
589,AAPL,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
590,AMZN,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
591,NFLX,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
592,NVDA,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
593,TSLA,2026-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
594,NVDA,2025-11-13,True,0,0,0,0,0,0,0,0,0,none,,success,
595,ROKU,2026-04-08,True,0,0,0,0,0,0,0,0,0,none,,success,
596,MSFT,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
597,PYPL,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
598,NFLX,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
599,AMD,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
600,AMD,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
601,AMZN,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
602,AAPL,2024-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
603,AMZN,2025-03-26,True,0,0,0,0,0,0,0,0,0,none,,success,
604,PYPL,2023-11-01,True,26,9,27,35,50,76,0,76,0,primary_only,k:14ae03d056 | k:55c6db4ddd | k:67bdc27328 | k:9b9d62cc06 | k:e97c83f7bc,success,
605,PYPL,2023-11-01,True,26,9,27,35,50,76,0,76,0,primary_only,k:14ae03d056 | k:55c6db4ddd | k:67bdc27328 | k:9b9d62cc06 | k:e97c83f7bc,success,
606,GOOGL,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
607,META,2025-10-07,True,0,0,0,0,0,0,0,0,0,none,,success,
608,AMD,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
609,NVDA,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
610,AMZN,2024-07-10,True,0,0,0,0,0,0,0,0,0,none,,success,
611,GOOGL,2024-07-10,True,0,0,0,0,0,0,0,0,0,none,,success,
612,GOOGL,2026-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
613,AMZN,2024-02-02,True,0,0,0,0,0,0,0,0,0,none,,success,
614,AMD,2025-09-21,True,0,0,0,0,0,0,0,0,0,none,,success,
615,NVDA,2025-09-21,True,0,0,0,0,0,0,0,0,0,none,,success,
616,SOFI,2026-04-13,True,0,0,0,0,0,0,0,0,0,none,,success,
617,TSLA,2024-01-19,True,0,0,0,0,0,0,0,0,0,none,,success,
618,PYPL,2024-01-19,True,0,0,0,0,0,0,0,0,0,none,,success,
619,TSLA,2024-02-22,True,0,0,0,0,0,0,0,0,0,none,,success,
620,AMD,2025-10-28,True,0,0,0,0,0,0,0,0,0,none,,success,
621,GOOGL,2023-11-25,True,0,0,0,0,0,0,0,0,0,none,,success,
622,NVDA,2024-02-02,True,0,0,0,0,0,0,0,0,0,none,,success,
623,AAPL,2024-02-02,True,0,0,0,0,0,0,0,0,0,none,,success,
624,AMZN,2024-02-02,True,0,0,0,0,0,0,0,0,0,none,,success,
625,AMD,2025-09-25,True,0,0,0,0,0,0,0,0,0,none,,success,
626,PYPL,2025-10-01,True,0,0,0,0,0,0,0,0,0,none,,success,
627,TSLA,2025-09-15,True,0,0,0,0,0,0,0,0,0,none,,success,
628,TSLA,2025-09-15,True,0,0,0,0,0,0,0,0,0,none,,success,
629,NVDA,2025-09-15,True,0,0,0,0,0,0,0,0,0,none,,success,
630,NVDA,2025-09-15,True,0,0,0,0,0,0,0,0,0,none,,success,
631,NVDA,2025-11-03,True,0,0,0,0,0,0,0,0,0,none,,success,
632,GOOGL,2023-10-27,True,0,0,0,0,0,0,0,0,0,none,,success,
633,AAPL,2023-10-27,True,134,22,26,79,206,340,0,340,0,primary_only,k:67f28354d2 | k:03b065a279 | k:a86b111d0c | k:22b5c4baf1 | k:7df21b8709,success,
634,DIS,2023-10-27,True,34,10,13,22,41,75,0,75,0,primary_only,k:2b3664b71c | k:bb37681943 | k:61d8aef1b2 | k:965451b055 | k:782727e095,success,
635,GOOGL,2022-08-23,True,0,0,0,0,0,0,0,0,0,none,,success,
636,AMZN,2023-10-27,True,37,26,26,54,103,140,0,140,0,primary_only,k:a41a8b814e | k:f8f11d2141 | k:49d7cefd13 | k:9c729ed4c9 | k:c3b3d0b4f6,success,
637,PYPL,2025-10-03,True,0,0,0,0,0,0,0,0,0,none,,success,
638,NVDA,2025-10-03,True,0,0,0,0,0,0,0,0,0,none,,success,
639,AAPL,2021-05-04,True,0,0,0,0,0,0,0,0,0,none,,success,
640,SOFI,2025-10-20,True,0,0,0,0,0,0,0,0,0,none,,success,
641,META,2025-10-20,True,0,0,0,0,0,0,0,0,0,none,,success,
642,PYPL,2025-10-20,True,0,0,0,0,0,0,0,0,0,none,,success,
643,AMZN,2024-08-10,True,0,0,0,0,0,0,0,0,0,none,,success,
644,GOOGL,2024-08-10,True,0,0,0,0,0,0,0,0,0,none,,success,
645,AAPL,2024-08-10,True,0,0,0,0,0,0,0,0,0,none,,success,
646,TSLA,2024-08-10,True,0,0,0,0,0,0,0,0,0,none,,success,
647,NVDA,2025-09-12,True,0,0,0,0,0,0,0,0,0,none,,success,
648,AMZN,2025-10-23,True,0,0,0,0,0,0,0,0,0,none,,success,
649,NFLX,2024-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
650,NFLX,2024-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
651,GOOGL,2023-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
652,NVDA,2025-11-01,True,0,0,0,0,0,0,0,0,0,none,,success,
653,NVDA,2025-11-01,True,0,0,0,0,0,0,0,0,0,none,,success,
654,NVDA,2025-11-01,True,0,0,0,0,0,0,0,0,0,none,,success,
655,NVDA,2023-12-03,True,126,9,33,92,162,288,0,288,0,primary_only,k:129101df50 | k:0d2da8d659 | k:bbd255dcde | k:fb57b37176 | k:30dc62a391,success,
656,NVDA,2023-12-03,True,126,9,33,92,162,288,0,288,0,primary_only,k:129101df50 | k:0d2da8d659 | k:bbd255dcde | k:fb57b37176 | k:30dc62a391,success,
657,NVDA,2023-12-03,True,126,9,33,92,162,288,0,288,0,primary_only,k:129101df50 | k:0d2da8d659 | k:bbd255dcde | k:fb57b37176 | k:30dc62a391,success,
658,NVDA,2023-12-03,True,126,9,33,92,162,288,0,288,0,primary_only,k:129101df50 | k:0d2da8d659 | k:bbd255dcde | k:fb57b37176 | k:30dc62a391,success,
659,NVDA,2024-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
660,NVDA,2025-03-04,True,0,0,0,0,0,0,0,0,0,none,,success,
661,NVDA,2024-07-01,True,0,0,0,0,0,0,0,0,0,none,,success,
662,AMZN,2023-12-15,True,149,23,73,73,73,222,0,222,0,primary_only,k:6695c63e49 | k:8800b56b6f | k:8758b512e6 | k:98f5952185 | k:c3e38da1d2,success,
663,NFLX,2023-12-15,True,0,0,0,0,0,0,0,0,0,none,,success,
664,NFLX,2023-12-15,True,0,0,0,0,0,0,0,0,0,none,,success,
665,PYPL,2023-12-15,True,33,0,8,8,8,41,0,41,0,primary_only,k:5fc67c31af | k:60e4461cb0 | k:1fe3a9c36e | k:3d46cd19b2 | k:0e2fc806aa,success,
666,GOOGL,2023-12-15,True,0,0,0,0,0,0,0,0,0,none,,success,
667,TSLA,2023-12-15,True,111,3,22,22,22,133,0,133,0,primary_only,k:e1cc90f70a | k:9ed11d230e | k:5cca453356 | k:ea9755c59b | k:d15b6f7b7a,success,
668,GOOGL,2025-11-24,True,0,0,0,0,0,0,0,0,0,none,,success,
669,META,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
670,META,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
671,META,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
672,MSFT,2022-06-06,True,69,9,16,47,84,153,0,153,0,primary_only,k:f0d09fffa0 | k:821a3a15d8 | k:b018f77a2a | k:c4b39a03e0 | k:0713684cad,success,
673,MSFT,2022-06-06,True,69,9,16,47,84,153,0,153,0,primary_only,k:f0d09fffa0 | k:821a3a15d8 | k:b018f77a2a | k:c4b39a03e0 | k:0713684cad,success,
674,GOOGL,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
675,AMZN,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
676,AMZN,2022-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
677,NVDA,2024-09-14,True,0,0,0,0,0,0,0,0,0,none,,success,
678,AAPL,2024-09-14,True,0,0,0,0,0,0,0,0,0,none,,success,
679,NFLX,2024-09-14,True,0,0,0,0,0,0,0,0,0,none,,success,
680,PYPL,2025-11-24,True,0,0,0,0,0,0,0,0,0,none,,success,
681,NVDA,2024-08-09,True,0,0,0,0,0,0,0,0,0,none,,success,
682,TSLA,2024-08-09,True,0,0,0,0,0,0,0,0,0,none,,success,
683,PYPL,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
684,UBER,2024-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
685,NVDA,2025-12-31,True,0,0,0,0,0,0,0,0,0,none,,success,
686,AMD,2025-12-22,True,0,0,0,0,0,0,0,0,0,none,,success,
687,META,2025-11-23,True,0,0,0,0,0,0,0,0,0,none,,success,
688,UBER,2024-11-05,True,0,0,0,0,0,0,0,0,0,none,,success,
689,SOFI,2025-11-13,True,0,0,0,0,0,0,0,0,0,none,,success,
690,AMZN,2024-06-14,True,0,0,0,0,0,0,0,0,0,none,,success,
691,GOOGL,2024-06-14,True,0,0,0,0,0,0,0,0,0,none,,success,
692,SOFI,2026-04-19,True,0,0,0,0,0,0,0,0,0,none,,success,
693,SOFI,2026-04-19,True,0,0,0,0,0,0,0,0,0,none,,success,
694,GOOGL,2025-11-28,True,0,0,0,0,0,0,0,0,0,none,,success,
695,META,2025-11-28,True,0,0,0,0,0,0,0,0,0,none,,success,
696,NVDA,2025-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
697,NFLX,2025-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
698,AMZN,2024-10-25,True,0,0,0,0,0,0,0,0,0,none,,success,
699,AMZN,2024-10-25,True,0,0,0,0,0,0,0,0,0,none,,success,
700,TSLA,2024-10-25,True,0,0,0,0,0,0,0,0,0,none,,success,
701,NVDA,2024-10-31,True,0,0,0,0,0,0,0,0,0,none,,success,
702,NVDA,2024-10-18,True,0,0,0,0,0,0,0,0,0,none,,success,
703,MSFT,2025-02-13,True,0,0,0,0,0,0,0,0,0,none,,success,
704,MSFT,2025-02-13,True,0,0,0,0,0,0,0,0,0,none,,success,
705,AAPL,2025-02-13,True,0,0,0,0,0,0,0,0,0,none,,success,
706,NVDA,2024-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
707,NVDA,2024-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
708,AMZN,2024-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
709,AMZN,2024-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
710,MSFT,2024-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
711,AMD,2025-12-19,True,0,0,0,0,0,0,0,0,0,none,,success,
712,AMD,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
713,GOOGL,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
714,GOOGL,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
715,UBER,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
716,META,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
717,META,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
718,SOFI,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
719,NVDA,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
720,AMD,2025-01-09,True,0,0,0,0,0,0,0,0,0,none,,success,
721,TSLA,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
722,TSLA,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
723,AAPL,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
724,AMZN,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
725,NVDA,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
726,GOOGL,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
727,GOOGL,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
728,NVDA,2024-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
729,NVDA,2024-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
730,MSFT,2024-01-31,True,0,0,0,0,0,0,0,0,0,none,,success,
731,GOOGL,2024-01-31,True,0,0,0,0,0,0,0,0,0,none,,success,
732,GOOGL,2024-01-31,True,0,0,0,0,0,0,0,0,0,none,,success,
733,UBER,2025-12-08,True,0,0,0,0,0,0,0,0,0,none,,success,
734,NVDA,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
735,UBER,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
736,AAPL,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
737,NVDA,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
738,NVDA,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
739,GOOGL,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
740,AMZN,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
741,AMZN,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
742,MSFT,2024-08-16,True,0,0,0,0,0,0,0,0,0,none,,success,
743,AMD,2025-11-26,True,0,0,0,0,0,0,0,0,0,none,,success,
744,NVDA,2025-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
745,AAPL,2025-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
746,MSFT,2025-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
747,TSLA,2025-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
748,PYPL,2024-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
749,AMZN,2024-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
750,NVDA,2025-12-28,True,0,0,0,0,0,0,0,0,0,none,,success,
751,AMD,2026-01-07,True,0,0,0,0,0,0,0,0,0,none,,success,
752,NVDA,2024-07-26,True,0,0,0,0,0,0,0,0,0,none,,success,
753,AMZN,2024-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
754,AMZN,2024-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
755,NFLX,2025-12-03,True,0,0,0,0,0,0,0,0,0,none,,success,
756,AMZN,2024-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
757,NVDA,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
758,NVDA,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
759,MSFT,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
760,MSFT,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
761,MSFT,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
762,TSLA,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
763,TSLA,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
764,TSLA,2024-07-20,True,0,0,0,0,0,0,0,0,0,none,,success,
765,MSFT,2022-10-15,True,63,0,3,29,71,134,0,134,0,primary_only,k:58d49ce2f5 | k:b3a13aeede | k:a150ab7173 | k:b759cc775b | k:1a985bd152,success,
766,AAPL,2025-08-18,True,0,0,0,0,0,0,0,0,0,none,,success,
767,AAPL,2025-08-18,True,0,0,0,0,0,0,0,0,0,none,,success,
768,NVDA,2024-05-24,True,0,0,0,0,0,0,0,0,0,none,,success,
769,MSFT,2024-05-24,True,0,0,0,0,0,0,0,0,0,none,,success,
770,NFLX,2024-05-24,True,0,0,0,0,0,0,0,0,0,none,,success,
771,AAPL,2024-08-23,True,0,0,0,0,0,0,0,0,0,none,,success,
772,AAPL,2024-08-23,True,0,0,0,0,0,0,0,0,0,none,,success,
773,TSLA,2024-08-23,True,0,0,0,0,0,0,0,0,0,none,,success,
774,GOOGL,2024-08-23,True,0,0,0,0,0,0,0,0,0,none,,success,
775,PYPL,2025-11-21,True,0,0,0,0,0,0,0,0,0,none,,success,
776,GOOGL,2025-12-01,True,0,0,0,0,0,0,0,0,0,none,,success,
777,GOOGL,2026-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
778,AAPL,2024-02-15,True,0,0,0,0,0,0,0,0,0,none,,success,
779,MSFT,2024-02-15,True,0,0,0,0,0,0,0,0,0,none,,success,
780,NVDA,2025-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
781,PYPL,2025-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
782,PYPL,2025-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
783,SMCI,2024-08-06,True,0,0,0,0,0,0,0,0,0,none,,success,
784,NFLX,2024-01-26,True,0,0,0,0,0,0,0,0,0,none,,success,
785,AAPL,2024-02-01,True,0,0,0,0,0,0,0,0,0,none,,success,
786,AMZN,2024-02-01,True,0,0,0,0,0,0,0,0,0,none,,success,
787,MSFT,2025-06-20,True,0,0,0,0,0,0,0,0,0,none,,success,
788,NVDA,2024-09-07,True,0,0,0,0,0,0,0,0,0,none,,success,
789,GOOGL,2024-09-07,True,0,0,0,0,0,0,0,0,0,none,,success,
790,AAPL,2023-12-26,True,0,0,0,0,0,0,0,0,0,none,,success,
791,AAPL,2023-12-26,True,0,0,0,0,0,0,0,0,0,none,,success,
792,HOOD,2026-04-23,True,0,0,0,0,0,0,0,0,0,none,,success,
793,HOOD,2026-04-23,True,0,0,0,0,0,0,0,0,0,none,,success,
794,HOOD,2026-04-23,True,0,0,0,0,0,0,0,0,0,none,,success,
795,MSFT,2024-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
