queue_rank,video_id,title,channel_title,published_at,year,creator_type,current_transcript_status,previous_failure_status,priority_reason,recommended_batch
332,sst5KtjPrPQ,These Videos Aged Like Fine Wine - Why I'm Not Taking Credit,The Plain Bagel,2023-01-27T17:00:39Z,2023,unknown,missing,,older_year:2023,batch_14
333,AzvO_d3zfSM,Don't Worry About Falling Stocks (Here’s Why)  | Joseph Carlson Ep. 265,Joseph Carlson,2022-08-22T20:54:52Z,2022,unknown,missing,,older_year:2022,batch_14
334,eMcqkBLoRXk,He Sold Everything (Michael Burry Warning To Investors) | Joseph Carlson Ep. 264,Joseph Carlson,2022-08-15T19:47:26Z,2022,unknown,missing,,older_year:2022,batch_14
335,dlEn7x3Rgsk,How This Investor Keeps Beating The Market (Strategy Explained)  | Ep. 262,Joseph Carlson,2022-08-09T16:26:12Z,2022,unknown,missing,,older_year:2022,batch_14
336,t-krRHZMzDA,This Value Stock Is A Complete Disaster  | Joseph Carlson Ep. 262,Joseph Carlson,2022-08-05T19:07:37Z,2022,unknown,missing,,older_year:2022,batch_14
337,OsYIgA8g--M,How Dividend Investing Beats The Market | Joseph Carlson Ep. 258,Joseph Carlson,2022-07-21T19:49:33Z,2022,unknown,missing,,older_year:2022,batch_14
338,K9YbiSYCv1I,Charlie Munger on Investing in China and Alibaba Stock,New Money,2022-02-23T12:45:01Z,2022,unknown,missing,,older_year:2022,batch_14
339,0kCPNMgLD1I,Warren Buffett's 3 New Stocks for 2022!,New Money,2022-02-16T12:30:01Z,2022,unknown,missing,,older_year:2022,batch_14
340,8bHzstW_2hI,5 Investing Books You Need to Read in 2022,New Money,2022-02-06T12:30:05Z,2022,unknown,missing,,older_year:2022,batch_14
341,PwARVDrGrnM,Michael Burry: How You Should Invest In 2022,New Money,2022-01-31T13:30:05Z,2022,unknown,missing,,older_year:2022,batch_14
342,Zpthvpy3UKg,Peter Lynch: How to Invest During High Inflation,New Money,2022-01-26T12:30:16Z,2022,unknown,missing,,older_year:2022,batch_14
343,MvfBMzolLbU,Aconcagua Pepper Review 🌶️,HyperChange,2022-12-03T02:31:47Z,2022,unknown,missing,,older_year:2022,batch_14
344,-RbzzJUFb4E,How Tesla Hits $10T & Builds The Future,HyperChange,2022-09-29T01:38:29Z,2022,unknown,missing,,older_year:2022,batch_14
345,D0qP3OEkaxw,The Media's Elon Musk Click Machine 😈,HyperChange,2022-08-03T00:06:15Z,2022,unknown,missing,,older_year:2022,batch_14
346,59lm-BDXFKM,Thoughts on Recessions,HyperChange,2022-06-17T00:49:33Z,2022,unknown,missing,,older_year:2022,batch_14
347,t0kXTZJZ87E,Tesla's Self-Driving Software Is Getting Good 🤫,HyperChange,2022-05-15T17:10:53Z,2022,unknown,missing,,older_year:2022,batch_14
348,s8KnOn_D6WE,THE FED WILL CRASH THE MARKETS,Chicken Genius Singapore,2022-12-09T14:00:27Z,2022,unknown,missing,,older_year:2022,batch_14
349,DTL2rNhbw3Q,Investment Analyst Reacts to Investing TikToks (Part 4),The Plain Bagel,2022-12-02T17:00:13Z,2022,unknown,missing,,older_year:2022,batch_14
350,pBEFZG1Fep8,tesla stock 🥵 - more PAIN to come,Chicken Genius Singapore,2022-10-04T13:00:25Z,2022,unknown,missing,,older_year:2022,batch_14
351,17gd2zdzY0U,Binance Is Completely F*cked,Sasha Yanshin,2023-02-20T18:44:57Z,2023,unknown,missing,,older_year:2023,batch_15
352,B0bjRpLo1KU,The US Economy Is Completely F*cked,Sasha Yanshin,2023-02-03T19:16:42Z,2023,unknown,missing,,older_year:2023,batch_15
353,tkw35ldQQIg,Where The F*ck Is The Crash?,Sasha Yanshin,2023-02-02T19:37:54Z,2023,unknown,missing,,older_year:2023,batch_15
354,yYLEnM75y7k,Pay Attention,Sasha Yanshin,2023-01-24T18:43:50Z,2023,unknown,missing,,older_year:2023,batch_15
355,0RNk7PvYf7w,Investing In Index Funds Won't Make You Rich,Sasha Yanshin,2022-12-12T18:43:40Z,2022,unknown,missing,,older_year:2022,batch_15
356,QL6YKC-s0BA,JP Morgan Stock -35% (Buyback Cancelled) | Joseph Carlson Ep. 256,Joseph Carlson,2022-07-15T20:36:05Z,2022,unknown,missing,,older_year:2022,batch_15
357,KPwG15Fcel0,This Dividend Stock Is Unstoppable | Joseph Carlson Ep. 255,Joseph Carlson,2022-07-12T20:39:11Z,2022,unknown,missing,,older_year:2022,batch_15
358,Ny91h-ufC2w,I Just Bought a New Dividend Stock | Joseph Carlson Ep. 253,Joseph Carlson,2022-07-05T21:34:45Z,2022,unknown,missing,,older_year:2022,batch_15
359,pJQzqYOAgRg,You Shouldn’t Time The Market (Here’s Why)| Joseph Carlson Ep. 251,Joseph Carlson,2022-06-22T22:14:35Z,2022,unknown,missing,,older_year:2022,batch_15
360,o9HFQ5zaxU0,5 Undervalued Dividend Stocks I'm Buying Now,Joseph Carlson,2022-06-17T19:44:36Z,2022,unknown,missing,,older_year:2022,batch_15
361,vNx9_6vlaRw,Warren Buffett: How to Calculate the Instrinsic Value of a Stock,New Money,2022-01-22T12:30:16Z,2022,unknown,missing,,older_year:2022,batch_15
362,i6DVSMnfz8Y,The 10 WORST Investing Mistakes to Make (Investing For Beginners),New Money,2022-01-17T12:34:35Z,2022,unknown,missing,,older_year:2022,batch_15
363,1Hxy2NBD7J8,Warren Buffett: How to Invest in an Overvalued Market,New Money,2022-01-13T12:30:01Z,2022,unknown,missing,,older_year:2022,batch_15
364,bNgCEZqO-J4,IPO Data Exposes the Stock Market Overvaluation in 2022...,New Money,2022-01-02T12:30:15Z,2022,unknown,missing,,older_year:2022,batch_15
365,g_LeWSl2nJc,Charlie Munger: How to Survive the Economic Recession,New Money,2022-12-15T15:00:23Z,2022,unknown,missing,,older_year:2022,batch_15
366,xnpmzm9w8pg,We're Launching A VC Fund (HyperGuap Atlantis) 💸,HyperChange,2022-05-02T20:39:08Z,2022,unknown,missing,,older_year:2022,batch_15
367,YSaRIneEZGI,Tesla Model Robotaxi Coming 2024,HyperChange,2022-04-20T22:46:07Z,2022,unknown,missing,,older_year:2022,batch_15
368,-x8xBxsDhFU,Tesla Q1 2022 Earnings!!,HyperChange,2022-04-20T20:53:54Z,2022,unknown,missing,,older_year:2022,batch_15
369,dGA4pO05gPk,I'm Disrupting Tesla (HyperChange Shoe) ⚡👟,HyperChange,2022-04-20T18:15:34Z,2022,unknown,missing,,older_year:2022,batch_15
370,uNHhadcIg5c,"Reflecting on Austin, Cyber Rodeo & Tesla in 2032",HyperChange,2022-04-18T22:27:28Z,2022,unknown,missing,,older_year:2022,batch_15
371,WQkl1utfHVM,Why Investors are Angry About Bed Bath & Beyond ($BBBY),The Plain Bagel,2022-08-20T22:09:53Z,2022,unknown,missing,,older_year:2022,batch_15
372,rHLZKpXvmFk,Investment Analyst Explains The Wolf of Wall Street,The Plain Bagel,2022-08-19T16:00:14Z,2022,unknown,missing,,older_year:2022,batch_15
373,Tt_3e482Pn0,"Ben Felix Talks Investing in Crypto, Revolutionary Tech, and Academic Research",The Plain Bagel,2022-08-12T16:00:16Z,2022,unknown,missing,,older_year:2022,batch_15
374,_RMKeHVj2jw,Influencer Marketing is Ruining the Investment Industry,The Plain Bagel,2022-08-05T16:00:32Z,2022,unknown,missing,,older_year:2022,batch_15
375,GK0LAnnk8Zs,The Fall of Investment Platforms - Are Investors Protected in Bankruptcy?,The Plain Bagel,2022-07-22T16:00:21Z,2022,unknown,missing,,older_year:2022,batch_15
376,ao_sREeeg38,These 10 Beaten Up Stocks Are On Fire,Sasha Yanshin,2022-11-23T19:22:21Z,2022,unknown,missing,,older_year:2022,batch_16
377,wddjzH5bQAU,The 2023 Stock Market Collapse - URGENT WARNING,Sasha Yanshin,2022-11-22T18:05:50Z,2022,unknown,missing,,older_year:2022,batch_16
378,Ui5YgiGSYp8,Stock Market Explodes! Inflation Is Dead.,Sasha Yanshin,2022-11-10T16:08:16Z,2022,unknown,missing,,older_year:2022,batch_16
379,DGkAjqw5k-k,Why Palantir Stock Got Destroyed - Q3 Earnings Update,Sasha Yanshin,2022-11-07T18:45:52Z,2022,unknown,missing,,older_year:2022,batch_16
380,dRqhzUPIB7w,Stock Market Crash Urgent Warning - DO THIS NOW!,Sasha Yanshin,2022-11-04T17:23:33Z,2022,unknown,missing,,older_year:2022,batch_16
381,8niPCElue2g,The Fed Just Raised Rates (Why I’m Buying Now),Joseph Carlson,2022-06-15T19:15:33Z,2022,unknown,missing,,older_year:2022,batch_16
382,zOghDIWNe18,Gas Prices Are Killing Your Stocks | Joseph Carlson Ep. 248,Joseph Carlson,2022-06-10T20:52:30Z,2022,unknown,missing,,older_year:2022,batch_16
383,hb9T8c7WrRg,The Market Will Fall Another 20% (Warning To Investors),Joseph Carlson,2022-05-31T18:43:17Z,2022,unknown,missing,,older_year:2022,batch_16
384,FHNlKTCvkYs,Costco Just Saved The Stock Market,Joseph Carlson,2022-05-27T19:45:41Z,2022,unknown,missing,,older_year:2022,batch_16
385,aeK6U_KkG9s,Stocks Will Probably Keep Falling (Why I'm Buying Anyway),Joseph Carlson,2022-05-23T21:11:10Z,2022,unknown,missing,,older_year:2022,batch_16
386,XLGTSzm9iko,Michael Burry's Warning for the Index Fund Bubble in 2023,New Money,2022-11-03T15:00:31Z,2022,unknown,missing,,older_year:2022,batch_16
387,cxO8RsZnt4U,How Politicians Keep Getting So Rich,New Money,2022-10-21T13:30:28Z,2022,unknown,missing,,older_year:2022,batch_16
388,zmeRiOBmpok,Michael Burry's Worrying Recession Warning (The White-Collar Crisis Begins),New Money,2022-10-13T13:00:42Z,2022,unknown,missing,,older_year:2022,batch_16
389,7JJtTcGhmo4,Can China Reverse the Economic Crisis?,New Money,2022-09-21T12:57:11Z,2022,unknown,missing,,older_year:2022,batch_16
390,R793g5ELbw0,China's Economic Crisis Is About To Get MUCH Worse (Housing Collapse Explained),New Money,2022-08-18T13:00:13Z,2022,unknown,missing,,older_year:2022,batch_16
391,0LUBUZKzi1A,CyberRodeo we made it!! 🤠,HyperChange,2022-04-07T22:31:50Z,2022,unknown,missing,,older_year:2022,batch_16
392,vef7MMGQHyg,HyperChange Graduation 🎓⚡,HyperChange,2022-03-03T03:50:07Z,2022,unknown,missing,,older_year:2022,batch_16
393,5t0Py0OSE9M,The Limiting Factor HyperChat 🎙️⚡,HyperChange,2022-02-15T16:29:37Z,2022,unknown,missing,,older_year:2022,batch_16
394,7_sFDhUJw8E,🤯 I’m holding a new 4680 🔋 from Tesla,HyperChange,2022-02-14T19:49:24Z,2022,unknown,missing,,older_year:2022,batch_16
395,N_iQSRMzmRQ,🎙️🧠🤖🚘 Self-Driving Tesla Podcast w/ Whole Mars,HyperChange,2022-02-08T19:24:25Z,2022,unknown,missing,,older_year:2022,batch_16
396,7B1SU96v8AE,4 cycles of stock market,Chicken Genius Singapore,2022-07-04T13:00:05Z,2022,unknown,missing,,older_year:2022,batch_16
397,F44Zl1HFVyc,A Conversation With My Coworker - Managing Through a Downturn and Working as a Portfolio Manager,The Plain Bagel,2022-07-01T16:00:09Z,2022,unknown,missing,,older_year:2022,batch_16
398,WpVtiGJc0Lc,What will make stock market go up?,Chicken Genius Singapore,2022-06-24T13:00:30Z,2022,unknown,missing,,older_year:2022,batch_16
399,nklCjJwP4fU,stock market capitulation just started,Chicken Genius Singapore,2022-06-15T13:00:33Z,2022,unknown,missing,,older_year:2022,batch_16
400,KTWVyFFpGXQ,Quantitative Tightening Explained (and What it Means for Markets),The Plain Bagel,2022-06-12T16:28:29Z,2022,unknown,missing,,older_year:2022,batch_16
401,FZ6b1apVsF8,Elon Musk Buys Twitter And Fires Everyone - What's Next?,Sasha Yanshin,2022-10-28T13:22:34Z,2022,unknown,missing,,older_year:2022,batch_17
402,-u7Zmh_CS18,Why Google Stock Is Crashing - Q3 Earnings Update,Sasha Yanshin,2022-10-26T17:11:51Z,2022,unknown,missing,,older_year:2022,batch_17
403,hPjwjlabp5g,THE HOUSING MARKET IS CRASHING - Urgent Warning,Sasha Yanshin,2022-10-18T15:36:08Z,2022,unknown,missing,,older_year:2022,batch_17
404,OHARppCGIig,STOP INVESTING NOW! Do This Instead,Sasha Yanshin,2022-10-17T15:46:20Z,2022,unknown,missing,,older_year:2022,batch_17
405,bFMBm8j7cC4,SELL TESLA STOCK NOW - Don't Be A Chicken!,Sasha Yanshin,2022-10-11T14:36:10Z,2022,unknown,missing,,older_year:2022,batch_17
406,gggPQLlKhkI,Walmart Stock Just Crashed (-11.38%),Joseph Carlson,2022-05-17T21:06:16Z,2022,unknown,missing,,older_year:2022,batch_17
407,0fUi9kNBErE,Don't Buy The Dip (They're Warning Us),Joseph Carlson,2022-05-10T20:06:09Z,2022,unknown,missing,,older_year:2022,batch_17
408,tdkTPMhu4KQ,Don't Do This During The Market Crash,Joseph Carlson,2022-05-05T23:30:38Z,2022,unknown,missing,,older_year:2022,batch_17
409,xrMNLNekFAc,The Four Types of Stocks Everyone Buys,Joseph Carlson,2022-04-22T19:32:30Z,2022,unknown,missing,,older_year:2022,batch_17
410,Y7ACK-Ztssg,This Is When To Buy,Joseph Carlson,2022-04-12T21:21:59Z,2022,unknown,missing,,older_year:2022,batch_17
411,enq6WPWhUVE,Elon Musk Just Abandoned his Twitter Deal... What Next?,New Money,2022-07-13T13:00:21Z,2022,unknown,missing,,older_year:2022,batch_17
412,H7PHNGtgDwg,Michael Burry Is Predicting an Even Bigger Crash.,New Money,2022-07-07T13:26:05Z,2022,unknown,missing,,older_year:2022,batch_17
413,W6VC0YYmyAY,Warren Buffett: How To Profit From Inflation (feat. Mohnish Pabrai),New Money,2022-06-26T13:30:12Z,2022,unknown,missing,,older_year:2022,batch_17
414,-cUZQl23NDM,I Spoke to the REAL Inventor of Facebook. (The Social Network Explained),New Money,2022-06-13T15:00:01Z,2022,unknown,missing,,older_year:2022,batch_17
415,IXJhgQhYgIc,The Rapid Innovation Driving Tesla’s Success,New Money,2022-06-05T15:00:07Z,2022,unknown,missing,,older_year:2022,batch_17
416,xl5oyDnUuGo,"Chefs are artists, crypto will make them millionaires",HyperChange,2022-02-03T21:38:14Z,2022,unknown,missing,,older_year:2022,batch_17
417,RXTGiw6Gvcw,Rivian R1T Spotted in SF 🌁👀,HyperChange,2022-02-03T16:51:22Z,2022,unknown,missing,,older_year:2022,batch_17
418,2jAChPzeGMs,Arguing about Tesla’s FSD Beta with Omar/Whole Mars,HyperChange,2022-02-01T22:37:35Z,2022,unknown,missing,,older_year:2022,batch_17
419,38tAQuuBwyI,Autopilot 🤖 My Favorite Tesla Feature,HyperChange,2022-02-01T21:26:50Z,2022,unknown,missing,,older_year:2022,batch_17
420,0LV3EZYam6g,Tesla Earnings Party With Ross & Meet Kevin,HyperChange,2022-01-27T01:30:25Z,2022,unknown,missing,,older_year:2022,batch_17
421,MgMTBNq7Bi4,Do Stock Splits ACTUALLY Boost Returns? What the Numbers Say,The Plain Bagel,2022-05-13T16:02:01Z,2022,unknown,missing,,older_year:2022,batch_17
422,w4-ni_hJQzU,I hope stocks goes up...,Chicken Genius Singapore,2022-03-18T13:00:28Z,2022,unknown,missing,,older_year:2022,batch_17
423,WaAUOlUCUag,What Russia’s Invasion of Ukraine Means for Markets,The Plain Bagel,2022-02-26T02:43:44Z,2022,unknown,missing,,older_year:2022,batch_17
424,cFw9WKfZ1SM,Why Palantir dropped after earnings | PLTR stock,Chicken Genius Singapore,2022-02-21T14:00:17Z,2022,unknown,missing,,older_year:2022,batch_17
425,XlRJguaGKd0,Backtesting the best stock market strategy,Chicken Genius Singapore,2022-02-18T14:00:30Z,2022,unknown,missing,,older_year:2022,batch_17
426,XibrvCt8H2M,The 2022 Stock Market Crash - URGENT WARNING,Sasha Yanshin,2022-10-07T16:55:57Z,2022,unknown,missing,,older_year:2022,batch_18
427,iTWAJ-gloDU,Stop Investing In The World Index,Sasha Yanshin,2022-10-05T17:24:21Z,2022,unknown,missing,,older_year:2022,batch_18
428,U0gWh-7DB3w,ELON MUSK BUYS TWITTER - Deal Done At $54.20 Per Share,Sasha Yanshin,2022-10-04T18:04:14Z,2022,unknown,missing,,older_year:2022,batch_18
429,Tf-PwL9sdeA,Tesla Stock - TIME TO SELL?,Sasha Yanshin,2022-10-03T15:07:25Z,2022,unknown,missing,,older_year:2022,batch_18
430,mcOLpQvZhJ0,The Stock Market Will Collapse Next Week,Sasha Yanshin,2022-09-26T18:16:58Z,2022,unknown,missing,,older_year:2022,batch_18
431,H9YH2x8rS5I,The Fed Just Killed Your Portfolio,Joseph Carlson,2022-04-08T19:05:22Z,2022,unknown,missing,,older_year:2022,batch_18
432,G_MUWbAgtOk,Apple's Master Plan Revealed (Investors Should Know),Joseph Carlson,2022-04-01T18:03:34Z,2022,unknown,missing,,older_year:2022,batch_18
433,izZtTUyaNwY,I Just Bought A New Stock,Joseph Carlson,2022-03-30T18:18:29Z,2022,unknown,missing,,older_year:2022,batch_18
434,f9QsGhrQPXg,Why Investing Is So Difficult Now,Joseph Carlson,2022-03-08T22:07:05Z,2022,unknown,missing,,older_year:2022,batch_18
435,kpFz16tKVNc,HUGE Green Day - 4 Dividend Stocks To Buy Now | Joseph Carlson Show Ep. 225,Joseph Carlson,2022-03-02T20:05:59Z,2022,unknown,missing,,older_year:2022,batch_18
436,t3ZfY61Tplk,The Theme Park Duopoly That Can't Be Stopped,New Money,2022-05-22T16:00:24Z,2022,unknown,missing,,older_year:2022,batch_18
437,F_H2MZqjWWI,Meta Analysis: What is Facebook's Future? (w/ Divya Narendra @SumZeroInc),New Money,2022-05-01T17:17:04Z,2022,unknown,missing,,older_year:2022,batch_18
438,Vj0uRgpU4Js,Elon Musk's Twitter Takeover Explained...,New Money,2022-04-23T16:00:27Z,2022,unknown,missing,,older_year:2022,batch_18
439,1d2NGMKxhj4,How the Inverted Yield Curve Reliably Predicts Recessions.,New Money,2022-04-17T16:00:01Z,2022,unknown,missing,,older_year:2022,batch_18
440,ECAEHp_fJTk,Meta's Moment of Truth (Facebook's Ad Problem Explained),New Money,2022-04-06T16:00:11Z,2022,unknown,missing,,older_year:2022,batch_18
441,iJ_jnjXF9QE,Tesla Q4 2021 Earnings!!! 🥳,HyperChange,2022-01-26T21:26:46Z,2022,unknown,missing,,older_year:2022,batch_18
442,uxHuosiSgSw,Tesla Roadtrip: Steps & SuperCharging ⚡️👟,HyperChange,2022-01-22T19:00:06Z,2022,unknown,missing,,older_year:2022,batch_18
443,QgMQ-EYal1Q,Tesla Funds SpaceX - X Merger Idea,HyperChange,2022-01-11T22:20:56Z,2022,unknown,missing,,older_year:2022,batch_18
444,mExBnpTWucU,Self-Driving Tesla Downtown Seattle & Monorail (FSD Beta V10.8.1),HyperChange,2022-01-11T07:43:16Z,2022,unknown,missing,,older_year:2022,batch_18
445,occBN-Hjoko,Tesla's Upcoming Q4 21 Financial Blowout 🤑,HyperChange,2022-01-05T02:59:04Z,2022,unknown,missing,,older_year:2022,batch_18
446,yJVBPFhSNrk,The biggest indicator of a stock market crash,Chicken Genius Singapore,2022-02-11T14:00:33Z,2022,unknown,missing,,older_year:2022,batch_18
447,uMu2UFRWfVk,what's the best time to invest?,Chicken Genius Singapore,2022-02-04T14:00:21Z,2022,unknown,missing,,older_year:2022,batch_18
448,zS5VPMqIQwU,What to do in this stock market crash?,Chicken Genius Singapore,2022-01-24T14:00:28Z,2022,unknown,missing,,older_year:2022,batch_18
449,l9ta2nLXoao,The Greeks - Stock Option Price Factors Explained,The Plain Bagel,2022-01-21T17:05:37Z,2022,unknown,missing,,older_year:2022,batch_18
450,L_JT2CsEeTE,Why I Love Excel (And Why You Should Too) - Stocks and Spreadsheets,The Plain Bagel,2022-01-07T17:00:12Z,2022,unknown,missing,,older_year:2022,batch_18
451,sbqblAzQMd0,The 2022 Stock Market Crash Intensifies - DO THIS NOW!,Sasha Yanshin,2022-09-23T14:55:46Z,2022,unknown,missing,,older_year:2022,batch_19
452,WjVSYxnF5Jo,Tesla Stock - PRODUCTION JUST EXPLODED,Sasha Yanshin,2022-09-14T16:27:34Z,2022,unknown,missing,,older_year:2022,batch_19
453,OlFISg9M8xQ,US Stock Market Crashes As Inflation Gets Worse,Sasha Yanshin,2022-09-13T14:30:05Z,2022,unknown,missing,,older_year:2022,batch_19
454,mwBD5MpGk-c,Why Dividend Investing Sucks,Sasha Yanshin,2022-09-08T17:32:51Z,2022,unknown,missing,,older_year:2022,batch_19
455,xUagsLPCj10,NEVER SELL YOUR STOCKS,Sasha Yanshin,2022-08-24T15:46:02Z,2022,unknown,missing,,older_year:2022,batch_19
456,fKtjd26aQhE,Stock Market Chaos: I'm Doing This Now,Joseph Carlson,2022-02-25T23:47:14Z,2022,unknown,missing,,older_year:2022,batch_19
457,ah4fwM0eo80,I'm Finally Buying This Stock Now,Joseph Carlson,2022-02-15T17:07:22Z,2022,unknown,missing,,older_year:2022,batch_19
458,63CBqmwIGl8,Stop Listening To Market Pessimists,Joseph Carlson,2022-02-07T22:05:25Z,2022,unknown,missing,,older_year:2022,batch_19
459,A8SsCulR-fM,"I Just Bought $25,000 Of This Stock",Joseph Carlson,2022-01-29T00:18:41Z,2022,unknown,missing,,older_year:2022,batch_19
460,UuuAB2Sg2f0,"Growth Stocks Are Selling Off - I Just Spent $10,000 On This Stock",Joseph Carlson,2022-01-10T19:25:36Z,2022,unknown,missing,,older_year:2022,batch_19
461,9Zw9T2OVabE,The 5 Biggest Money Traps You'll Face in 2022,New Money,2022-04-03T15:00:03Z,2022,unknown,missing,,older_year:2022,batch_19
462,b53QBOu_Tos,How Michael Burry Made His Money.,New Money,2022-03-28T15:00:19Z,2022,unknown,missing,,older_year:2022,batch_19
463,dzOaW9nKHWw,Ray Dalio: The Changing World Order In 2022,New Money,2022-03-23T15:00:32Z,2022,unknown,missing,,older_year:2022,batch_19
464,vK-3aRTUYJo,The Russia/Ukraine Oil Crisis Explained,New Money,2022-03-18T15:00:34Z,2022,unknown,missing,,older_year:2022,batch_19
465,xAoBXI0VPcA,Charlie Munger Warns of High Inflation Consequences,New Money,2022-02-19T12:45:06Z,2022,unknown,missing,,older_year:2022,batch_19
466,c1o78DTjMHM,To Tesla Shareholders,Chicken Genius Singapore,2022-12-28T14:00:14Z,2022,unknown,missing,,older_year:2022,batch_19
467,Tn4NNubggk0,Tesla to $60? 🤮,Chicken Genius Singapore,2022-12-23T14:00:25Z,2022,unknown,missing,,older_year:2022,batch_19
468,AkEKgvHLNT8,The FTX Situation - Promoters Should Have Known Better,The Plain Bagel,2022-11-11T19:12:40Z,2022,unknown,missing,,older_year:2022,batch_19
469,BOC0132KEbc,FED pivot coming? Wen moon? 🌝,Chicken Genius Singapore,2022-11-04T13:29:11Z,2022,unknown,missing,,older_year:2022,batch_19
470,BIhe0FXMl7s,Probably Crash after mid terms 🤷‍♀️,Chicken Genius Singapore,2022-10-27T13:00:11Z,2022,unknown,missing,,older_year:2022,batch_19
471,sDSOOtWAF0k,Credit Suisse - 2022's Latest 'Lehman Brothers Moment',The Plain Bagel,2022-10-07T17:50:33Z,2022,unknown,missing,,older_year:2022,batch_19
472,4KjI7tOqLXo,"What the Hell Just Happened in the UK? Pounds, Pensions & Panic",The Plain Bagel,2022-10-01T20:08:04Z,2022,unknown,missing,,older_year:2022,batch_19
473,oum5ZCGx6J0,What Happens When a Country Defaults on Its Debt?,The Plain Bagel,2022-09-16T16:08:49Z,2022,unknown,missing,,older_year:2022,batch_19
474,y06Yfm0hzjI,China's 'Collapse' Explained,The Plain Bagel,2022-09-10T16:00:39Z,2022,unknown,missing,,older_year:2022,batch_19
475,WoiFmPfCAW0,TLDR; FED is NOT lying to you,Chicken Genius Singapore,2022-08-22T13:00:16Z,2022,unknown,missing,,older_year:2022,batch_19
476,N84gjIA8vA8,The 2022 Stock Market Crash - URGENT WARNING,Sasha Yanshin,2022-08-22T15:24:27Z,2022,unknown,missing,,older_year:2022,batch_20
477,3pphV22sOek,Tesla Stock About To Go Ballistic,Sasha Yanshin,2022-08-15T11:35:01Z,2022,unknown,missing,,older_year:2022,batch_20
478,AUawGbVWgb8,Why Palantir Stock Is Crashing - Q2 Earnings Update (It's Bad),Sasha Yanshin,2022-08-08T17:32:04Z,2022,unknown,missing,,older_year:2022,batch_20
479,QBW4I9sv7Lg,AMD Beats Earnings But Stock Price Drops | AMD Stock Analysis,Sasha Yanshin,2022-08-03T17:17:10Z,2022,unknown,missing,,older_year:2022,batch_20
480,e_1IF_UGAo4,Google Stock EXPLODES After Earnings | Googl Stock Analysis,Sasha Yanshin,2022-07-27T19:23:06Z,2022,unknown,missing,,older_year:2022,batch_20
481,wO1q9cY_RvM,What I’m Doing In 2023 | Joseph Carlson Ep. 297,Joseph Carlson,2022-12-30T21:19:29Z,2022,unknown,missing,,older_year:2022,batch_20
482,QO03DbjBD5I,Microsoft Is In Trouble | Joseph Carlson Ep. 293,Joseph Carlson,2022-12-09T22:09:29Z,2022,unknown,missing,,older_year:2022,batch_20
483,gu960z6rNAI,How I'm Preparing For The 2023 Recession | Joseph Carlson Ep. 291,Joseph Carlson,2022-12-01T22:03:42Z,2022,unknown,missing,,older_year:2022,batch_20
484,EJ0XqsClBeE,Elon Musk Declares War With Apple | Joseph Carlson Ep. 290,Joseph Carlson,2022-11-28T23:17:03Z,2022,unknown,missing,,older_year:2022,batch_20
485,jLY7sWLvCI8,Bob Chapek Just Got Fired!,Joseph Carlson,2022-11-21T21:05:12Z,2022,unknown,missing,,older_year:2022,batch_20
486,nMXKc4bU-Yw,How to Get Your Finances Together in 2022.,New Money,2022-01-10T12:30:22Z,2022,unknown,missing,,older_year:2022,batch_20
487,JavygKq74sk,Charlie Munger Just DOUBLED His Alibaba Position!,New Money,2022-01-07T12:30:08Z,2022,unknown,missing,,older_year:2022,batch_20
488,k1oDu828wjs,Why Nobody talking about Quantitative Tightening?,Chicken Genius Singapore,2022-08-21T13:41:15Z,2022,unknown,missing,,older_year:2022,batch_20
489,yBgwdjj7UsA,FED will crush inflation in 69 days 😐,Chicken Genius Singapore,2022-08-19T13:06:37Z,2022,unknown,missing,,older_year:2022,batch_20
490,2gSGcCg8ISw,"No, the White House DIDN'T Just Redefine Recessions",The Plain Bagel,2022-07-28T16:45:38Z,2022,unknown,missing,,older_year:2022,batch_20
491,GGpWQHpiCJs,Stagflation Explained - Is This Scourge REALLY Making a Comeback?,The Plain Bagel,2022-07-08T16:00:08Z,2022,unknown,missing,,older_year:2022,batch_20
492,kptUMuq7seA,😟 confirmed: FOMC,Chicken Genius Singapore,2022-07-07T13:00:32Z,2022,unknown,missing,,older_year:2022,batch_20
493,bacaNM917i4,Earnings Recession Next,Chicken Genius Singapore,2022-07-01T13:00:33Z,2022,unknown,missing,,older_year:2022,batch_20
494,OT1bhojiQnY,"A Conversation With My Wife! Our Upbringings, Budgeting and Spending Habits",The Plain Bagel,2022-06-03T16:00:13Z,2022,unknown,missing,,older_year:2022,batch_20
495,DVGFvs83Y6E,The Headache of Taking a Company Private - Hostile Takeovers to Poison Pills Explained,The Plain Bagel,2022-05-27T16:00:07Z,2022,unknown,missing,,older_year:2022,batch_20
496,j73Ag1pixt8,Philip & Julia of @TwoCentsPBS Talk Money Management and Common Mistakes,The Plain Bagel,2022-04-08T16:00:22Z,2022,unknown,missing,,older_year:2022,batch_20
497,IwF8FXlnbwg,"I’m quitting youtube, all the best ❤️",Chicken Genius Singapore,2022-03-23T13:00:06Z,2022,unknown,missing,,older_year:2022,batch_20
498,y6uyvK-xTwA,How To Make Millions In A Market Crash,Sasha Yanshin,2022-07-07T17:15:05Z,2022,unknown,missing,,older_year:2022,batch_20
499,3wpIg29gba4,Tesla Stock: URGENT WARNING - Q2 EARNINGS,Sasha Yanshin,2022-07-04T16:53:16Z,2022,unknown,missing,,older_year:2022,batch_20
