target_rank,video_id,youtube_url,title,channel_title,published_at,year,current_transcript_status,priority_reason,browser_status,transcript_visible,transcript_recovered,recovery_notes
1,UuuAB2Sg2f0,https://www.youtube.com/watch?v=UuuAB2Sg2f0,"Growth Stocks Are Selling Off - I Just Spent $10,000 On This Stock",Joseph Carlson,2022-01-10T19:25:36Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|sell;queue_reason:older_year:2022,audited,yes,no,"Public transcript control was visible in the YouTube page UI on 2026-05-12; no transcript text copied because the recovery threshold was not reached."
177,Cpq7T-v52n8,https://www.youtube.com/watch?v=Cpq7T-v52n8,Michael Burry's Warning for the Stock Market Crash,New Money,2022-06-15T15:00:06Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
178,x_s6B9kMbfc,https://www.youtube.com/watch?v=x_s6B9kMbfc,3 Stocks I'm Buying Today | Joseph Carlson Ep. 330,Joseph Carlson,2023-07-03T20:48:58Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
179,-QyKRxUHeOQ,https://www.youtube.com/watch?v=-QyKRxUHeOQ,The Stock Market Is About To Go Bananas,Sasha Yanshin,2023-06-05T17:40:06Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
180,-fceFgTuZ90,https://www.youtube.com/watch?v=-fceFgTuZ90,"Is 2023 a Bull Market, or Stock Market Bubble?",New Money,2023-08-06T13:18:14Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
181,TWo9BtPL3Mk,https://www.youtube.com/watch?v=TWo9BtPL3Mk,History Repeats Itself! Top AI Stocks to Buy Now,Ticker Symbol: YOU,2023-06-08T15:07:23Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
182,o9HFQ5zaxU0,https://www.youtube.com/watch?v=o9HFQ5zaxU0,5 Undervalued Dividend Stocks I'm Buying Now,Joseph Carlson,2022-06-17T19:44:36Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy|undervalued;queue_reason:older_year:2022,pending,,,
183,OHARppCGIig,https://www.youtube.com/watch?v=OHARppCGIig,STOP INVESTING NOW! Do This Instead,Sasha Yanshin,2022-10-17T15:46:20Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
184,J4dN3oT1PVg,https://www.youtube.com/watch?v=J4dN3oT1PVg,Jamie Dimon: The Economic Hurricane and Stock Market Crash of 2022 (Quantitative Tightening Begins),New Money,2022-07-03T13:30:09Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
185,G3TK-mj7ZvU,https://www.youtube.com/watch?v=G3TK-mj7ZvU,The Recession Will Happen Within 12 Months,Joseph Carlson,2023-07-07T18:13:56Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
186,3jgI0Bc2HCQ,https://www.youtube.com/watch?v=3jgI0Bc2HCQ,The Tesla Stock Trojan Horse,Sasha Yanshin,2023-06-09T20:18:44Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|tesla;queue_reason:older_year:2023,pending,,,
187,f7CstK22Jtc,https://www.youtube.com/watch?v=f7CstK22Jtc,How Ozempic is Currently Breaking the Stock Market (and Denmark’s Economy),New Money,2023-09-11T13:30:12Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
188,0EIwhvqCX1c,https://www.youtube.com/watch?v=0EIwhvqCX1c,NVIDIA'S HUGE AI Chip Breakthroughs Change Everything (Supercut),Ticker Symbol: YOU,2023-06-11T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
189,Ny91h-ufC2w,https://www.youtube.com/watch?v=Ny91h-ufC2w,I Just Bought a New Dividend Stock | Joseph Carlson Ep. 253,Joseph Carlson,2022-07-05T21:34:45Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
190,hPjwjlabp5g,https://www.youtube.com/watch?v=hPjwjlabp5g,THE HOUSING MARKET IS CRASHING - Urgent Warning,Sasha Yanshin,2022-10-18T15:36:08Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:crash;queue_reason:older_year:2022,pending,,,
191,H7PHNGtgDwg,https://www.youtube.com/watch?v=H7PHNGtgDwg,Michael Burry Is Predicting an Even Bigger Crash.,New Money,2022-07-07T13:26:05Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:crash;queue_reason:older_year:2022,pending,,,
192,rShdIJTUaWo,https://www.youtube.com/watch?v=rShdIJTUaWo,I Just Bought 3 Stocks,Joseph Carlson,2023-07-28T19:09:12Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
193,yT1qE1umd_w,https://www.youtube.com/watch?v=yT1qE1umd_w,The Stock Market Is About To Go Badaboom!,Sasha Yanshin,2023-06-13T15:42:53Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
194,SfLP1CgLP30,https://www.youtube.com/watch?v=SfLP1CgLP30,10 Things I Wish I Knew Before I Started Stock Market Investing,New Money,2023-09-17T13:30:09Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock|invest;queue_reason:older_year:2023,pending,,,
195,dU3xW5GcJLo,https://www.youtube.com/watch?v=dU3xW5GcJLo,The AI War Rages On! Every AMD AI Announcement (Supercut),Ticker Symbol: YOU,2023-06-15T17:07:16Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:amd;queue_reason:older_year:2023,pending,,,
196,KPwG15Fcel0,https://www.youtube.com/watch?v=KPwG15Fcel0,This Dividend Stock Is Unstoppable | Joseph Carlson Ep. 255,Joseph Carlson,2022-07-12T20:39:11Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
197,-u7Zmh_CS18,https://www.youtube.com/watch?v=-u7Zmh_CS18,Why Google Stock Is Crashing - Q3 Earnings Update,Sasha Yanshin,2022-10-26T17:11:51Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|crash|google|googl;queue_reason:older_year:2022,pending,,,
198,JBwc76o1SiU,https://www.youtube.com/watch?v=JBwc76o1SiU,Warren Buffett Keeps Buying These 3 Stocks...,New Money,2022-08-24T14:08:05Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2022,pending,,,
199,NRkjZ6qYVjY,https://www.youtube.com/watch?v=NRkjZ6qYVjY,These Two Investors Keep Beating The Market,Joseph Carlson,2023-08-11T19:24:13Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
200,BvjlyNfkGKw,https://www.youtube.com/watch?v=BvjlyNfkGKw,The Stock Market Is About To Go Bonkers,Sasha Yanshin,2023-07-12T15:43:18Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
201,8o-x2vX2Izk,https://www.youtube.com/watch?v=8o-x2vX2Izk,Guy Spier Explains How to Invest like Warren Buffett,New Money,2023-09-25T13:20:47Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
202,lPZk4ZvPiY4,https://www.youtube.com/watch?v=lPZk4ZvPiY4,NVIDIA'S HUGE AI Breakthroughs Just Changed Everything!,Ticker Symbol: YOU,2023-06-25T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
203,QL6YKC-s0BA,https://www.youtube.com/watch?v=QL6YKC-s0BA,JP Morgan Stock -35% (Buyback Cancelled) | Joseph Carlson Ep. 256,Joseph Carlson,2022-07-15T20:36:05Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|buy;queue_reason:older_year:2022,pending,,,
204,FZ6b1apVsF8,https://www.youtube.com/watch?v=FZ6b1apVsF8,Elon Musk Buys Twitter And Fires Everyone - What's Next?,Sasha Yanshin,2022-10-28T13:22:34Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
205,IBCMF2sehuo,https://www.youtube.com/watch?v=IBCMF2sehuo,Charlie Munger: How to Invest During a Recession,New Money,2022-09-29T13:56:28Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:invest|recession;queue_reason:older_year:2022,pending,,,
206,TEphC2SHIb0,https://www.youtube.com/watch?v=TEphC2SHIb0,I Review The Best Stocks In The Market,Joseph Carlson,2023-08-21T19:29:59Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
207,YFc1ARpoe4g,https://www.youtube.com/watch?v=YFc1ARpoe4g,You Might Want To Stop Investing RIGHT NOW,Sasha Yanshin,2023-09-29T13:32:09Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
208,pKrVtMakQGg,https://www.youtube.com/watch?v=pKrVtMakQGg,My 2024 Financial Position and Investing Goals Explained.,New Money,2023-12-18T13:38:30Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
209,cEwYL00-by8,https://www.youtube.com/watch?v=cEwYL00-by8,Top AI Stocks to Buy Now (Even Over Nvidia Stock!),Ticker Symbol: YOU,2023-06-29T15:32:16Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy|nvidia;queue_reason:older_year:2023,pending,,,
210,OsYIgA8g--M,https://www.youtube.com/watch?v=OsYIgA8g--M,How Dividend Investing Beats The Market | Joseph Carlson Ep. 258,Joseph Carlson,2022-07-21T19:49:33Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
211,dRqhzUPIB7w,https://www.youtube.com/watch?v=dRqhzUPIB7w,Stock Market Crash Urgent Warning - DO THIS NOW!,Sasha Yanshin,2022-11-04T17:23:33Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
212,2S3aqIHjeQc,https://www.youtube.com/watch?v=2S3aqIHjeQc,Is Credit Suisse Triggering another 2008 Stock Market Crash?,New Money,2022-10-07T14:00:04Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
213,sSrfO6Ux8FY,https://www.youtube.com/watch?v=sSrfO6Ux8FY,I’m Done Buying Stocks,Joseph Carlson,2023-09-01T19:10:37Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
214,lCfLy7lpm5Q,https://www.youtube.com/watch?v=lCfLy7lpm5Q,The Stock Market Is About To Go Nuts,Sasha Yanshin,2023-10-12T16:19:42Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
215,k7IVjqZ07kA,https://www.youtube.com/watch?v=k7IVjqZ07kA,Microsoft Buying Activision Blizzard Changes Gaming Forever,Ticker Symbol: YOU,2023-07-16T16:47:49Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:buy|microsoft;queue_reason:older_year:2023,pending,,,
216,t-krRHZMzDA,https://www.youtube.com/watch?v=t-krRHZMzDA,This Value Stock Is A Complete Disaster  | Joseph Carlson Ep. 262,Joseph Carlson,2022-08-05T19:07:37Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
217,DGkAjqw5k-k,https://www.youtube.com/watch?v=DGkAjqw5k-k,Why Palantir Stock Got Destroyed - Q3 Earnings Update,Sasha Yanshin,2022-11-07T18:45:52Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|palantir;queue_reason:older_year:2022,pending,,,
218,zmeRiOBmpok,https://www.youtube.com/watch?v=zmeRiOBmpok,Michael Burry's Worrying Recession Warning (The White-Collar Crisis Begins),New Money,2022-10-13T13:00:42Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2022,pending,,,
219,jpSu27eOlAU,https://www.youtube.com/watch?v=jpSu27eOlAU,Preparing For the 2024 Recession,Joseph Carlson,2023-09-19T21:45:12Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
220,YAV2Lo5H0xM,https://www.youtube.com/watch?v=YAV2Lo5H0xM,The UK Mortgage Crash Just Started,Sasha Yanshin,2023-10-18T15:07:32Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:crash;queue_reason:older_year:2023,pending,,,
221,K9Eguq3hSBs,https://www.youtube.com/watch?v=K9Eguq3hSBs,NVIDIA'S NEW AI Chip Just Changed Everything (Supercut),Ticker Symbol: YOU,2023-07-19T15:04:42Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
222,dlEn7x3Rgsk,https://www.youtube.com/watch?v=dlEn7x3Rgsk,How This Investor Keeps Beating The Market (Strategy Explained)  | Ep. 262,Joseph Carlson,2022-08-09T16:26:12Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
223,Ui5YgiGSYp8,https://www.youtube.com/watch?v=Ui5YgiGSYp8,Stock Market Explodes! Inflation Is Dead.,Sasha Yanshin,2022-11-10T16:08:16Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
224,c8F9OTEbIK4,https://www.youtube.com/watch?v=c8F9OTEbIK4,Michael Burry's 'Big Short' Against the Stock Market,New Money,2022-12-10T14:00:25Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
225,rk-udmYnA_0,https://www.youtube.com/watch?v=rk-udmYnA_0,"Why I Spent $70,000 On This Stock",Joseph Carlson,2023-09-26T21:27:24Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
226,_CooQVLitDk,https://www.youtube.com/watch?v=_CooQVLitDk,The Stock Market Is About To Explode,Sasha Yanshin,2023-11-14T18:59:48Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
227,iXqXOddmRp8,https://www.youtube.com/watch?v=iXqXOddmRp8,Top 3 Chip Stocks I'm Buying Now (Over Nvidia Stock),Ticker Symbol: YOU,2023-07-23T16:02:47Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy|nvidia;queue_reason:older_year:2023,pending,,,
228,eMcqkBLoRXk,https://www.youtube.com/watch?v=eMcqkBLoRXk,He Sold Everything (Michael Burry Warning To Investors) | Joseph Carlson Ep. 264,Joseph Carlson,2022-08-15T19:47:26Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
229,wddjzH5bQAU,https://www.youtube.com/watch?v=wddjzH5bQAU,The 2023 Stock Market Collapse - URGENT WARNING,Sasha Yanshin,2022-11-22T18:05:50Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
230,g_LeWSl2nJc,https://www.youtube.com/watch?v=g_LeWSl2nJc,Charlie Munger: How to Survive the Economic Recession,New Money,2022-12-15T15:00:23Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2022,pending,,,
231,3zQ6TUY8LOI,https://www.youtube.com/watch?v=3zQ6TUY8LOI,Stocks Continue Falling - What I’m Doing Now,Joseph Carlson,2023-10-03T20:31:11Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
232,pcc6r6yWX_o,https://www.youtube.com/watch?v=pcc6r6yWX_o,They Are Lying To You About The Stock Market Crash,Sasha Yanshin,2023-11-28T19:22:49Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2023,pending,,,
233,VEyEzitj8ek,https://www.youtube.com/watch?v=VEyEzitj8ek,IT'S OVER! ARK Invest Sold Nvidia for THESE AI Stocks,Ticker Symbol: YOU,2023-07-31T15:04:03Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|invest|nvidia;queue_reason:older_year:2023,pending,,,
234,AzvO_d3zfSM,https://www.youtube.com/watch?v=AzvO_d3zfSM,Don't Worry About Falling Stocks (Here’s Why)  | Joseph Carlson Ep. 265,Joseph Carlson,2022-08-22T20:54:52Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2022,pending,,,
235,ao_sREeeg38,https://www.youtube.com/watch?v=ao_sREeeg38,These 10 Beaten Up Stocks Are On Fire,Sasha Yanshin,2022-11-23T19:22:21Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|stocks;queue_reason:older_year:2022,pending,,,
236,Q-0x8AbUam8,https://www.youtube.com/watch?v=Q-0x8AbUam8,Peter Lynch: How to Invest in 2023,New Money,2022-12-22T14:30:08Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
237,61O8hFBlTjU,https://www.youtube.com/watch?v=61O8hFBlTjU,Three Stocks I’m Buying Now,Joseph Carlson,2023-10-09T19:06:31Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
238,9keYUadRY2g,https://www.youtube.com/watch?v=9keYUadRY2g,The Stock Market Is About To Blow Up,Sasha Yanshin,2023-12-12T19:28:13Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
239,dvRsZ4-wUGw,https://www.youtube.com/watch?v=dvRsZ4-wUGw,NVIDIA Changed Generative AI Forever (SIGGRAPH 2023 Supercut),Ticker Symbol: YOU,2023-08-09T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
240,I-4tzdVdyFM,https://www.youtube.com/watch?v=I-4tzdVdyFM,Hedge Funds Are Shorting My Favorite Stock | Joseph Carlson Ep. 267,Joseph Carlson,2022-08-29T22:11:34Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
241,0RNk7PvYf7w,https://www.youtube.com/watch?v=0RNk7PvYf7w,Investing In Index Funds Won't Make You Rich,Sasha Yanshin,2022-12-12T18:43:40Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
242,ALjWkfJjGUA,https://www.youtube.com/watch?v=ALjWkfJjGUA,"The 2023 Recession Explained (Investing During Inflation, High Interest Rates and Market Crashes)",New Money,2022-12-29T15:00:04Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:invest|recession|market crash|crash;queue_reason:older_year:2022,pending,,,
243,e9KgMUxkDQk,https://www.youtube.com/watch?v=e9KgMUxkDQk,My Two Stocks Keep Selling Off,Joseph Carlson,2023-10-16T17:28:55Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|sell;queue_reason:older_year:2023,pending,,,
244,REKhKwqj-yg,https://www.youtube.com/watch?v=REKhKwqj-yg,Why Is The Stock Market Going Parabolic?,Sasha Yanshin,2023-12-14T19:04:15Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
245,s-pInYFNytY,https://www.youtube.com/watch?v=s-pInYFNytY,I'm Investing in Google's HUGE Robotics Breakthrough,Ticker Symbol: YOU,2023-08-13T16:18:51Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:invest|google|googl;queue_reason:older_year:2023,pending,,,
246,R3UrC0XYL8g,https://www.youtube.com/watch?v=R3UrC0XYL8g,5 Ways Dividend Investing Makes You Money | Joseph Carlson Ep. 268,Joseph Carlson,2022-09-02T21:10:41Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
247,lo4frTUAzuI,https://www.youtube.com/watch?v=lo4frTUAzuI,Why I Keep Buying Quality Stocks,Joseph Carlson,2023-11-02T23:23:45Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
248,HNlvZrsKsbU,https://www.youtube.com/watch?v=HNlvZrsKsbU,Nvidia's Path to Becoming the World's Biggest Company (NVDA),Ticker Symbol: YOU,2023-08-20T15:17:10Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia|nvda;queue_reason:older_year:2023,pending,,,
249,hHWt1wj8X10,https://www.youtube.com/watch?v=hHWt1wj8X10,This Is When The Sell-Off Will End  | Joseph Carlson Ep. 269,Joseph Carlson,2022-09-06T20:17:42Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:sell;queue_reason:older_year:2022,pending,,,
250,Erp1yqZKBFE,https://www.youtube.com/watch?v=Erp1yqZKBFE,Big Tech Is Overvalued,Joseph Carlson,2023-11-13T21:46:32Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:overvalued;queue_reason:older_year:2023,pending,,,
251,t9xmrNY7kcM,https://www.youtube.com/watch?v=t9xmrNY7kcM,The Next Nvidia Stock? ARM IPO Overview (ARM Stock),Ticker Symbol: YOU,2023-08-25T15:03:48Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|nvidia;queue_reason:older_year:2023,pending,,,
252,UlvCS9w-08I,https://www.youtube.com/watch?v=UlvCS9w-08I,Apple Stock Is Going To $200 Per Share (Here’s Why) | Joseph Carlson Ep. 270,Joseph Carlson,2022-09-12T19:25:26Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|apple;queue_reason:older_year:2022,pending,,,
253,-EGq7bZ1YB0,https://www.youtube.com/watch?v=-EGq7bZ1YB0,3 Ways To Compound Your Portfolio Quickly,Joseph Carlson,2023-11-17T21:01:15Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:portfolio;queue_reason:older_year:2023,pending,,,
254,AQ0_c-hz9kE,https://www.youtube.com/watch?v=AQ0_c-hz9kE,Cathie Wood's Mistake Could Cost ARK Invest Everything,Ticker Symbol: YOU,2023-08-31T15:22:22Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
255,bGFOISftzLk,https://www.youtube.com/watch?v=bGFOISftzLk,Investors Are Giving Up (The Bears Have Finally Won) | Joseph Carlson Ep. 277,Joseph Carlson,2022-10-06T16:47:47Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
256,wxjdhoX0x8w,https://www.youtube.com/watch?v=wxjdhoX0x8w,"I Just Spent $5,000 On This Undervalued Stock",Joseph Carlson,2023-11-20T21:17:14Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|undervalued;queue_reason:older_year:2023,pending,,,
257,mvApB6JVIDA,https://www.youtube.com/watch?v=mvApB6JVIDA,WARNING: Palantir is NOT the AI Stock You Think (PLTR Stock),Ticker Symbol: YOU,2023-09-09T15:55:36Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|palantir|pltr;queue_reason:older_year:2023,pending,,,
258,C1rrz0eoZUk,https://www.youtube.com/watch?v=C1rrz0eoZUk,"Warning: Value Investing Is ""Dead"" | Joseph Carlson Ep. 279",Joseph Carlson,2022-10-13T19:51:27Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
259,vjNMOrgGQw0,https://www.youtube.com/watch?v=vjNMOrgGQw0,My Warning To Investors For 2024,Joseph Carlson,2023-12-05T22:32:30Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
260,R6eKR9uY0nY,https://www.youtube.com/watch?v=R6eKR9uY0nY,Top AI Chip Stocks I'm Buying Now (HUGE AI News),Ticker Symbol: YOU,2023-09-17T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
261,gCmm62u6NFM,https://www.youtube.com/watch?v=gCmm62u6NFM,How To Invest In A Downturn | Joseph Carlson Ep. 280,Joseph Carlson,2022-10-19T22:00:51Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
262,-cpUH288-fY,https://www.youtube.com/watch?v=-cpUH288-fY,My Five Favorite Stocks For 2024,Joseph Carlson,2023-12-12T18:42:07Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
263,jE9BohnHZ94,https://www.youtube.com/watch?v=jE9BohnHZ94,GAME OVER: The Imminent Collapse of Unity Software (U Stock),Ticker Symbol: YOU,2023-09-22T16:04:32Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
